ID,Interview.ID,Role,Speaker,Utterance,Line,Stanza,ML.AI.Applications,Limitations.of.ML.AI,Privacy,Human.involvemnt.interaction,Bias..Prejudice..and.Harm,Minimizing.Bias.and.Harm,Assessing.Underlying.Motivations,Trust.Building,Algorithms.and.computational.thinking,Training.and.Testing.Machines.Using.Data
47,NM,Researcher,Researcher 1,"Well, thank you so much. This was very helpful. And thanks for reaching out to your students too. It's always good to see you and talk with you.",47,5,0,0,0,0,0,0,0,0,0,0
48,NM,Faculty,Thomas,"Yep. It's always good seeing you. It's nice seeing you again, Katherine. I hope you guys have a good weekend.",48,5,0,0,0,0,0,0,0,0,0,0
49,NM,Researcher,Researcher 1,Thank you. You too.,49,5,0,0,0,0,0,0,0,0,0,0
50,NM,Faculty,Thomas,Bye,50,5,0,0,0,0,0,0,0,0,0,0
51,NM,Researcher,Researcher 1,"Bye. All right, I'm going to stop the recording.",51,5,0,0,0,0,0,0,0,0,0,0
1,RZ,Researcher,Researcher 2,"All right. So today is Monday, January 31st, 2022, and we are interviewing Shi about AI and machine learning. So it's nice to meet you, Rui, thank you so much for volunteering to be a part of our interview and our city. So could you tell me a little bit about your professional background and work history?",1,6,0,0,0,0,0,0,0,0,0,0
2,RZ,Grad Student,Shi,"So I'm currently a fourth year PhD student in human centered computing, where we basically just study how humans interact with different technologies. And in our lab, our research focus is mainly human AI teams, human AI teaming. So we basically study how humans interact with AI teammates in a given environment like gaming, where AI is pretty common to see. And before that I did my bachelor and master in engineering. So basically it's kind of like the algorithm behind the thing. That's basically my background.",2,6,1,0,0,1,0,0,0,0,1,0
3,RZ,Researcher,Researcher 2,Would you mind telling me a little bit more about AI teaming?,3,6,1,0,0,0,0,0,0,0,0,0
4,RZ,Grad Student,Shi,"So basically the human AI teaming concept is that human and AI teammates coordinate and collaborate to finish a set of goals basically as [inaudible 00:01:32] goes. And what we have done previously is given environment norm in games and give them a series of team tasks that they need to either share information with AI or share with them and also receive information that shared by the AI teammates and finish the task. Or we have also done research where the AI has their own responsibility, but this you need to coordinate their tasks like connect with each other. So that they collaborate and finish the team go. So that's basically how we define human AI teams.",4,6,1,0,0,0,0,0,0,0,0,0
5,RZ,Researcher,Researcher 2,Thank you for that. That's really interesting.,5,6,0,0,0,0,0,0,0,0,0,0
6,RZ,Grad Student,Shi,No problem.,6,6,0,0,0,0,0,0,0,0,0,0
7,RZ,Researcher,Researcher 2,"I know you provided an example with games because that's probably what you work on, but do you know of any other examples with AI teaming that's outside of the gaming world?",7,6,1,0,0,0,0,0,0,0,0,0
8,RZ,Grad Student,Shi,"So a lot of times human... we would call it human AI collaboration when we don't really view AI as teammates. So we have a lot of actual human AI collaboration, examples, especially in data science that we use different models. Those actually are also machine learning algorithms, with those we basically consider is a tool. So it's not really human AI teaming but more like human AI collaboration. So currently not a lot. And that's actually why we choose game because you know, games, we have a lot of bots, but also I'm not sure whether you have heard of Open AI. It's basically a company, they created very intelligent AI teammates, but basically what they did was a team of AI and compete with humans instead of human and AI in a team. So I would say outside of games, not a lot, most of them AIs are just used as a tool to provide some prediction results or be used to help humans, but not really collaborate at the same level as a teammate.",8,6,1,1,0,1,0,0,0,0,1,1
